course_id,section_id,total_seats_count,open_seats_count,section_days,class_start_time,class_end_time,class_building,class_room
ENGL246,0101,30,1,MWF,10:00am,10:50am,TWS0221,0221
ENGL250,0201,30,1,TuTh,2:00pm,3:15pm,TWS0221,0221
ENGL255,0201,30,1,MWF,12:00pm,12:50pm,TWS1107,1107
ENGL256,0101,30,2,TuTh,12:30pm,1:45pm,JMZ0103,0103
ENGL265,0201,30,11,MWF,1:00pm,1:50pm,TWS0236,0236
ENGL271,0101,15,0,TuTh,11:00am,12:15pm,KEY0121,0121
ENGL271,0102,5,2,TuTh,11:00am,12:15pm,KEY0121,0121
ENGL271,0201,20,12,TuTh,8:00am,9:15am,KEY0121,0121
ENGL272,0101,20,0,TuTh,8:00am,9:15am,KEY0120,0120
ENGL272,0201,20,0,TuTh,9:30am,10:45am,KEY0121,0121
ENGL272,0301,20,1,MW,2:00pm,3:15pm,KEY0123,0123
ENGL272,0401,20,0,TuTh,9:30am,10:45am,KEY0123,0123
ENGL273,0101,20,4,TuTh,9:30am,10:45am,KEY0119,0119
ENGL275,0101,15,0,MWF,10:00am,10:50am,KEY0120,0120
ENGL275,0102,5,0,MWF,10:00am,10:50am,KEY0120,0120
ENGL280,0101,30,22,MW,3:30pm,4:45pm,TWS1320,1320
ENGL290,0101,20,1,MWF,12:00pm,12:50pm,ASY3221,3221
ENGL290,0201,20,5,TuTh,5:00pm,6:15pm,JMZ1122,1122
ENGL293,0101,22,2,TuTh,2:00pm,3:15pm,ASY3219,3219
ENGL294,0101,20,0,MWF,12:00pm,12:50pm,TWS3132,3132
ENGL297,0101,22,4,MW,2:00pm,3:15pm,TWS0224,0224
ENGL297,0201,22,4,TuTh,2:00pm,3:15pm,TWS0230,0230
ENGL301,0201,17,5,MW,5:00pm,6:15pm,TWS3132,3132
ENGL301,0401,17,0,TuTh,11:00am,12:15pm,TWS3132,3132
ENGL301,0501,17,0,TuTh,2:00pm,3:15pm,TWS3132,3132
ENGL301,0801,17,2,MW,2:00pm,3:15pm,TWS3132,3132
ENGL302,0101,27,5,TuTh,9:30am,10:45am,TWS1106,1106
ENGL316,0101,27,2,TuTh,12:30pm,1:45pm,TWS0221,0221
NGL319C,0101,27,0,MW,2:00pm,3:15pm,TWS0234,0234
NGL329E,0101,30,2,TuTh,12:30pm,1:45pm,TWS1106,1106
NGL329K,0101,30,0,MW,2:00pm,3:15pm,ESJB0322,B0322
NGL329L,0101,30,0,MW,12:00pm,1:50pm,ESJB0322,B0322
ENGL352,0101,15,0,Th,3:30pm,6:00pm,TWS3252,3252
ENGL352,0301,15,0,Tu,3:30pm,6:00pm,TWS3134,3134
ENGL353,0101,15,10,Th,3:30pm,6:00pm,TWS3250,3250
ENGL354,0101,15,4,Th,3:30pm,6:00pm,TWS1321,1321
ENGL360,0101,25,10,MW,3:30pm,4:45pm,TWS3132,3132
NGL368N,0101,25,16,MW,3:30pm,4:45pm,TWS1105,1105
ENGL370,0101,20,2,Th,6:30pm,8:00pm,TWS3250,3250
ENGL375,0101,27,1,TuTh,11:00am,12:15pm,TWS1106,1106
NGL378B,0101,25,1,MW,3:30pm,4:45pm,TWS1313,1313
NGL378P,0101,27,0,TuTh,11:00am,12:15pm,TWS1320,1320
NGL378Y,0101,27,0,MW,3:30pm,4:45pm,TWS0221,0221
NGL379G,0101,30,22,Tu,3:30pm,6:00pm,TWS0201,0201
ENGL383,0101,25,2,TuTh,12:30pm,1:45pm,TWS1320,1320
ENGL384,0101,25,13,MW,5:00pm,6:15pm,TWS0234,0234
NGL388B,0101,19,6,TuTh,3:30pm,4:45pm,TWS3132,3132
ENGL390,0301,19,0,MWF,11:00am,11:50am,TWS1105,1105
ENGL390,0401,19,0,MWF,12:00pm,12:50pm,TWS1105,1105
ENGL390,0501,19,0,MWF,1:00pm,1:50pm,TWS0214,0214
ENGL390,1001,19,0,TuTh,8:00am,9:15am,TWS0221,0221
ENGL390,1101,19,0,TuTh,9:30am,10:45am,TWS0205,0205
ENGL390,1701,19,0,Tu,6:30pm,9:10pm,TWS1320,1320
ENGL390,1801,19,1,W,6:30pm,9:10pm,TWS1320,1320
ENGL391,0001,19,0,MWF,8:00am,8:50am,ASY3219,3219
ENGL391,0101,19,0,MWF,9:00am,9:50am,ASY3219,3219
ENGL391,0301,19,0,MWF,11:00am,11:50am,TWS0232,0232
ENGL391,0401,19,0,MWF,12:00pm,12:50pm,TWS0234,0234
ENGL391,0402,19,0,MWF,12:00pm,12:50pm,TWS0232,0232
ENGL391,1101,19,0,TuTh,9:30am,10:45am,KEY0124,0124
ENGL391,1202,19,0,TuTh,11:00am,12:15pm,TWS0234,0234
ENGL391,1401,19,0,TuTh,2:00pm,3:15pm,TWS0234,0234
ENGL391,1701,19,0,Tu,6:30pm,9:10pm,TWS0230,0230
ENGL391,1901,19,0,Th,6:30pm,9:10pm,TWS0230,0230
ENGL391,0201,19,9,MWF,10:00am,10:50am,TWS1320,1320
NGL391H,0201,19,9,MWF,10:00am,10:50am,TWS1320,1320
ENGL392,1101,19,0,TuTh,9:30am,10:45am,TWS0207,0207
ENGL392,1201,19,0,TuTh,11:00am,12:15pm,ASY3221,3221
ENGL392,1301,19,0,TuTh,12:30pm,1:45pm,TWS0234,0234
ENGL392,1601,19,1,M,6:30pm,9:10pm,TWS0232,0232
ENGL392,1701,19,0,Tu,6:30pm,9:10pm,TWS0232,0232
ENGL392,1801,19,2,W,6:30pm,9:10pm,TWS0232,0232
ENGL393,0001,19,0,MWF,8:00am,8:50am,TWS1320,1320
ENGL393,0101,19,0,MWF,9:00am,9:50am,TWS1320,1320
ENGL393,0102,19,0,MWF,9:00am,9:50am,TWS1313,1313
ENGL393,0202,19,0,MWF,10:00am,10:50am,TWS1105,1105
ENGL393,0203,19,3,MWF,10:00am,10:50am,KEY0119,0119
ENGL393,0302,19,0,MWF,11:00am,11:50am,TWS0234,0234
ENGL393,0402,19,0,MWF,12:00pm,12:50pm,TWS0221,0221
ENGL393,0403,19,0,MWF,12:00pm,12:50pm,ASY3219,3219
ENGL393,0501,19,0,MWF,1:00pm,1:50pm,TWS0234,0234
ENGL393,0502,19,0,MWF,1:00pm,1:50pm,TWS1105,1105
ENGL393,0601,19,0,MWF,2:00pm,2:50pm,KEY0124,0124
ENGL393,0701,19,0,MW,3:30pm,4:45pm,TWS0224,0224
ENGL393,1001,19,0,TuTh,8:00am,9:15am,TWS1320,1320
ENGL393,1101,19,1,TuTh,9:30am,10:45am,JMZ2125,2125
ENGL393,1102,19,0,TuTh,9:30am,10:45am,TWS0223,0223
ENGL393,1201,19,0,TuTh,11:00am,12:15pm,KEY0119,0119
ENGL393,1202,19,0,TuTh,11:00am,12:15pm,ASY3217,3217
ENGL393,1401,19,0,TuTh,2:00pm,3:15pm,KEY0124,0124
ENGL393,1501,19,0,TuTh,3:30pm,4:45pm,ASY3221,3221
ENGL393,1505,19,0,TuTh,5:00pm,6:15pm,TWS1320,1320
ENGL393,1601,19,1,M,6:30pm,9:10pm,TWS1106,1106
ENGL393,1602,19,0,M,6:30pm,9:10pm,TWS0234,0234
ENGL393,1701,19,0,Tu,6:30pm,9:10pm,TWS0214,0214
ENGL393,1801,19,0,W,6:30pm,9:10pm,TWS1105,1105
ENGL393,1802,19,0,W,6:30pm,9:10pm,TWS0224,0224
ENGL393,1901,19,0,Th,6:30pm,9:10pm,TWS1106,1106
ENGL393,1902,19,1,Th,6:30pm,9:10pm,TWS1313,1313
ENGL393,3001,19,1,F,9:00am,11:40am,TWS3134,3134
ENGL393,1401,15,0,TuTh,2:00pm,3:15pm,KEY0125,0125
NGL393Q,3001,19,1,F,9:00am,11:40am,TWS3134,3134
NGL393X,1401,15,0,TuTh,2:00pm,3:15pm,KEY0125,0125
ENGL394,0101,19,0,MWF,9:00am,9:50am,TWS1105,1105
ENGL394,0202,19,0,MWF,10:00am,10:50am,TWS3136,3136
ENGL394,0302,19,0,MWF,11:00am,11:50am,TWS0230,0230
ENGL394,0303,19,0,MWF,11:00am,11:50am,ASY3219,3219
ENGL394,0401,19,0,MWF,12:00pm,12:50pm,TWS0230,0230
ENGL394,0402,19,0,MWF,12:00pm,12:50pm,TWS0224,0224
ENGL394,0501,19,0,MWF,1:00pm,1:50pm,TWS0224,0224
ENGL394,0502,19,0,MWF,1:00pm,1:50pm,TWS0230,0230
ENGL394,0601,19,0,MW,2:00pm,3:15pm,TWS0232,0232
ENGL394,0702,19,0,MW,3:30pm,4:45pm,TWS0232,0232
ENGL394,0801,19,0,MW,5:00pm,6:15pm,TWS0232,0232
ENGL394,0802,19,0,MW,5:00pm,6:15pm,KEY0119,0119
ENGL394,1103,19,0,TuTh,9:30am,10:45am,KNI1206,1206
ENGL394,1201,19,0,TuTh,11:00am,12:15pm,TWS0224,0224
ENGL394,1202,19,0,TuTh,11:00am,12:15pm,KEY0125,0125
ENGL394,1203,19,1,TuTh,11:00am,12:15pm,TWS0207,0207
ENGL394,1301,19,0,TuTh,12:30pm,1:45pm,TWS0205,0205
ENGL394,1302,19,0,TuTh,12:30pm,1:45pm,TWS1321,1321
ENGL394,1401,19,2,TuTh,2:00pm,3:15pm,ASY3221,3221
ENGL394,1402,19,0,TuTh,2:00pm,3:15pm,TWS1321,1321
ENGL394,1502,19,0,TuTh,3:30pm,4:45pm,TWS0234,0234
ENGL394,1601,19,0,M,6:30pm,9:10pm,TWS1320,1320
ENGL394,1801,19,1,W,6:30pm,9:10pm,TWS0221,0221
ENGL394,ESG5,19,3,TuTh,12:30pm,1:45pm,BLD22052,2052
ENGL395,0202,19,0,MWF,10:00am,10:50am,TWS0230,0230
ENGL395,0501,19,0,MWF,1:00pm,1:50pm,KEY0124,0124
ENGL395,0601,19,0,MW,2:00pm,3:15pm,KEY0119,0119
ENGL395,0701,19,0,MW,3:30pm,4:45pm,KEY0121,0121
ENGL395,0801,19,0,MW,5:00pm,6:15pm,TWS0214,0214
ENGL395,1002,19,0,TuTh,8:00am,9:15am,TWS1106,1106
ENGL395,1101,19,0,TuTh,9:30am,10:45am,TWS1105,1105
ENGL395,1201,19,0,TuTh,11:00am,12:15pm,ARC1101,1101
ENGL395,1301,19,1,TuTh,12:30pm,1:45pm,EDU2102,2102
ENGL395,1302,19,0,TuTh,12:30pm,1:45pm,TWS3252,3252
ENGL395,1401,19,0,TuTh,2:00pm,3:15pm,TWS0214,0214
ENGL395,1501,19,0,TuTh,3:30pm,4:45pm,TWS0230,0230
ENGL395,1505,19,0,TuTh,5:00pm,6:15pm,TWS0230,0230
ENGL395,1601,19,0,M,6:30pm,9:10pm,TWS0224,0224
ENGL395,1701,19,0,Tu,6:30pm,9:10pm,TWS1105,1105
ENGL395,1901,19,0,Th,6:30pm,9:10pm,TWS0224,0224
ENGL395,ESG1,19,10,TuTh,2:00pm,3:15pm,BLD33203,3203
ENGL395,ESG2,19,14,TuTh,3:30pm,4:45pm,BLD33203,3203
ENGL395,ESG4,19,8,TuTh,9:30am,10:45am,BLD33203,3203
NGL398A,1001,19,0,TuTh,8:00am,9:15am,TWS1107,1107
NGL398A,1101,19,0,TuTh,9:30am,10:45am,TWS0234,0234
NGL398A,1201,19,1,TuTh,11:00am,12:15pm,EDU3236,3236
NGL398A,1601,19,0,M,6:30pm,9:10pm,TWS1313,1313
NGL398A,1801,19,0,W,6:30pm,9:10pm,TWS1313,1313
NGL398B,0601,19,0,MW,2:00pm,3:15pm,TWS0230,0230
NGL398B,0701,19,0,MW,3:30pm,4:45pm,TWS0214,0214
NGL398B,0801,19,0,MW,5:00pm,6:15pm,TWS0221,0221
NGL398B,1401,19,0,TuTh,2:00pm,3:15pm,TWS0232,0232
NGL398B,1702,19,0,Tu,6:30pm,9:10pm,TWS0234,0234
NGL398B,1901,19,1,Th,6:30pm,9:10pm,TWS0234,0234
NGL398C,0801,19,0,MW,5:00pm,6:15pm,ASY3221,3221
NGL398C,0901,19,1,MW,6:30pm,7:45pm,TWS0214,0214
NGL398C,1002,19,0,TuTh,8:00am,9:15am,TWS1105,1105
NGL398C,1101,19,0,TuTh,9:30am,10:45am,JMZ1120,1120
NGL398C,1201,19,0,TuTh,11:00am,12:15pm,KEY0124,0124
NGL398C,ESG1,19,6,TuTh,12:30pm,1:45pm,BLD33206,3206
NGL398E,0801,19,0,MW,5:00pm,6:15pm,ASY3219,3219
NGL398E,1505,19,0,TuTh,5:00pm,6:15pm,TWS1313,1313
NGL398L,0301,19,0,MWF,11:00am,11:50am,ASY3221,3221
NGL398N,0301,19,0,MWF,11:00am,11:50am,KEY0124,0124
NGL398N,0501,19,0,MWF,1:00pm,1:50pm,TWS3136,3136
NGL398N,0601,19,0,MW,2:00pm,3:15pm,KEY0120,0120
NGL398N,1001,19,0,TuTh,8:00am,9:15am,TWS0224,0224
NGL398N,1101,19,3,TuTh,9:30am,10:45am,TWS0230,0230
NGL398N,1102,19,1,TuTh,9:30am,10:45am,TWS0224,0224
NGL398N,1201,19,0,TuTh,11:00am,12:15pm,TWS0230,0230
NGL398N,1301,19,0,TuTh,12:30pm,1:45pm,TWS0224,0224
NGL398N,1401,19,1,TuTh,2:00pm,3:15pm,TWS0224,0224
NGL398R,1001,19,0,TuTh,8:00am,9:15am,TWS0234,0234
NGL398R,1101,19,0,TuTh,9:30am,10:45am,TWS0232,0232
NGL398R,1102,19,0,TuTh,9:30am,10:45am,ASY3217,3217
NGL398R,1201,19,0,TuTh,11:00am,12:15pm,TWS0232,0232
NGL398R,1202,19,0,TuTh,12:30pm,1:45pm,TWS0232,0232
NGL398R,1501,19,0,TuTh,3:30pm,4:45pm,KEY0120,0120
NGL398R,1505,19,0,TuTh,5:00pm,6:15pm,TWS0234,0234
NGL398V,1201,19,0,TuTh,11:00am,12:15pm,TWS1105,1105
NGL398V,1301,19,0,TuTh,12:30pm,1:45pm,JMZ0125,0125
NGL398V,1401,19,0,TuTh,2:00pm,3:15pm,JMZ0125,0125
NGL398V,1501,19,0,TuTh,3:30pm,4:45pm,ASY3219,3219
NGL398V,1701,19,0,Tu,6:30pm,9:10pm,TWS1313,1313
NGL398V,1801,19,0,Th,6:30pm,9:10pm,TWS1320,1320
ENGL402,0101,20,13,TuTh,11:00am,12:15pm,TWS1321,1321
ENGL403,0101,20,0,MW,2:00pm,3:15pm,TWS1106,1106
ENGL414,0101,20,12,MW,3:30pm,4:45pm,TWS1106,1106
ENGL416,0101,20,6,TuTh,9:30am,10:45am,TWS1313,1313
NGL428R,0101,20,3,MW,2:00pm,3:15pm,TWS1313,1313
NGL428T,0101,20,8,TuTh,12:30pm,1:45pm,TWS0214,0214
ENGL431,0101,15,1,MW,5:00pm,6:15pm,TWS1313,1313
ENGL435,0101,15,0,TuTh,12:30pm,1:45pm,TWS1313,1313
ENGL454,0101,20,0,TuTh,2:00pm,3:15pm,TWS1105,1105
ENGL457,0101,20,0,TuTh,3:30pm,4:45pm,TWS1105,1105
ENGL461,0101,20,14,TuTh,9:30am,10:45am,TWS1321,1321
ENGL462,0101,20,4,TuTh,11:00am,12:15pm,TWS1313,1313
NGL469L,0101,20,1,W,6:30pm,9:00pm,TWS3250,3250
ENGL470,0101,20,4,TuTh,3:30pm,4:45pm,TWS0221,0221
ENGL477,0101,15,0,TuTh,12:30pm,1:45pm,TWS3250,3250
NGL478E,0101,20,8,TuTh,9:30am,10:45am,TWS0221,0221
NGL478F,0101,20,10,MW,5:00pm,6:15pm,TWS1321,1321
NGL479M,0101,20,4,TuTh,3:30pm,4:45pm,TWS1313,1313
NGL479Q,0101,15,0,MW,2:00pm,3:15pm,TWS1321,1321
ENGL487,0101,20,0,TuTh,12:30pm,1:45pm,TWS1105,1105
NGL488A,0101,18,13,TuTh,2:00pm,3:15pm,TWS1313,1313
ENGL493,0101,20,9,MW,3:30pm,4:45pm,TWS0234,0234
ENGL497,0101,20,9,TuTh,9:30am,10:45am,TWS3136,3136
ENGL498,0101,15,0,Tu,3:30pm,6:00pm,TWS3252,3252
ENGL498,0201,15,0,M,3:30pm,6:00pm,TWS3134,3134
ENGL498,0301,15,5,Th,3:30pm,6:00pm,TWS3136,3136
ENGL499,0101,15,7,Tu,3:30pm,6:00pm,TWS3250,3250
ENGL602,0101,14,5,Th,6:30pm,9:00pm,TWS3134,3134
ENGL611,0101,14,6,Th,12:00pm,2:30pm,TWS3134,3134
ENGL624,0101,14,9,M,3:30pm,6:00pm,TWS3250,3250
ENGL688,0101,12,8,W,3:30pm,6:00pm,TWS3134,3134
ENGL689,0101,12,6,W,3:30pm,6:00pm,TWS3250,3250
NGL719F,0101,11,7,Tu,3:30pm,6:00pm,TWS3136,3136
NGL749B,0101,11,1,Th,3:30pm,6:00pm,TWS3134,3134
NGL768C,0101,11,6,Tu,6:30pm,9:00pm,TWS3250,3250
ENGL788,0101,11,7,M,3:30pm,6:00pm,TWS3136,3136
ENGL789,0101,11,5,M,3:30pm,6:00pm,JMZ2117,2117
ENMA165,0101,35,26,TuTh,5:00pm,6:15pm,EGR2154,2154
ENMA300,0101,100,29,MW,5:00pm,6:15pm,CHM1407,1407
ENMA300,0201,100,0,TuTh,9:30am,10:45am,PLS1140,1140
ENMA300,0301,30,26,MWF,11:00am,11:50am,KEB1200,1200
ENMA301,0101,46,35,TuTh,2:00pm,3:15pm,CHE2118,2118
ENMA410,0101,25,14,TuTh,11:00am,12:15pm,CHM1224,1224
ENMA421,0101,25,15,MWF,1:00pm,1:50pm,KEB1200,1200
ENMA440,0101,25,25,MW,2:00pm,3:15pm,EGR3106,3106
ENMA445,0101,10,6,TuTh,2:00pm,3:15pm,PHY2124,2124
ENMA460,0101,20,1,MW,5:00pm,6:15pm,CHM2201,2201
ENMA461,0101,45,36,TuTh,12:30pm,1:45pm,CSI2107,2107
ENMA465,0101,55,45,MW,3:30pm,4:45pm,ANS0408,0408
ENMA470,0101,40,21,MWF,12:00pm,12:50pm,CHM2201,2201
ENMA486,0101,3,2,W,3:30pm,5:00pm,CHE2110,2110
ENMA490,0101,41,23,TuTh,4:30pm,6:30pm,CHE2136,2136
ENMA496,0101,20,16,MWF,2:00pm,2:50pm,CHE2145,2145
ENMA620,0101,25,22,TuTh,2:00pm,3:15pm,CHE2145,2145
ENMA621,0101,10,9,MWF,1:00pm,1:50pm,KEB1200,1200
ENMA640,0101,5,0,MW,2:00pm,3:15pm,EGR3106,3106
ENMA645,0101,10,10,TuTh,2:00pm,3:15pm,PHY2124,2124
ENMA661,0101,28,15,TuTh,5:00pm,6:15pm,CHE2145,2145
ENMA671,0101,25,10,TuTh,3:30pm,4:45pm,EGR3102,3102
ENMA688,0101,28,19,W,3:30pm,5:00pm,CHE2110,2110
ENME202,0201,42,4,TuTh,8:00am,8:50am,EGR1202,1202
ENME202,0202,42,33,TuTh,8:00am,8:50am,EGR1202,1202
ENME202,0203,42,21,TuTh,8:00am,8:50am,EGR1202,1202
ENME202,0204,30,2,TuTh,8:00am,8:50am,EGR1202,1202
ENME202,0205,29,14,TuTh,8:00am,8:50am,EGR1202,1202
ENME208,0101,10,3,Tu,6:30pm,7:30pm,CHE2118,2118
ENME272,0101,42,0,M,8:00am,9:50am,KEB2111,2111
ENME272,0201,42,6,Tu,8:00am,9:50am,KEB2111,2111
ENME272,0301,42,0,W,8:00am,9:50am,KEB2111,2111
ENME272,0401,42,23,Th,8:00am,9:50am,KEB2111,2111
ENME272,0501,42,10,F,8:00am,9:50am,KEB2111,2111
ENME331,0101,40,0,MW,12:00pm,12:50pm,EGR1202,1202
ENME331,0102,40,0,MW,12:00pm,12:50pm,EGR1202,1202
ENME331,0103,40,0,MW,12:00pm,12:50pm,EGR1202,1202
ENME332,0101,40,0,MW,9:00am,9:50am,ARM0135,0135
ENME332,0102,40,0,MW,9:00am,9:50am,ARM0135,0135
ENME332,0103,40,6,MW,9:00am,9:50am,ARM0135,0135
ENME332,0104,40,0,MW,9:00am,9:50am,ARM0135,0135
ENME332,0106,40,20,MW,9:00am,9:50am,ARM0135,0135
ENME350,0101,40,0,MW,8:00am,8:50am,EGR1202,1202
ENME350,0102,40,4,MW,8:00am,8:50am,EGR1202,1202
ENME350,0103,40,23,MW,8:00am,8:50am,EGR1202,1202
ENME350,0104,40,27,MW,8:00am,8:50am,EGR1202,1202
ENME351,0101,48,18,MW,8:00am,8:50am,ARM0135,0135
ENME351,0102,48,0,MW,8:00am,8:50am,ARM0135,0135
ENME351,0103,48,1,MW,8:00am,8:50am,ARM0135,0135
ENME351,0106,48,0,MW,8:00am,8:50am,ARM0135,0135
ENME351,0107,48,34,MW,8:00am,8:50am,ARM0135,0135
ENME361,0101,200,43,TuTh,9:30am,10:45am,SPH1312,1312
ENME382,0101,100,29,MW,5:00pm,6:15pm,CHM1407,1407
ENME382,0201,100,0,TuTh,9:30am,10:45am,PLS1140,1140
ENME392,0101,75,3,TuTh,11:00am,12:15pm,JMP3201,3201
ENME392,0201,75,44,TuTh,9:30am,10:45am,JMP3201,3201
ENME400,0101,75,5,TuTh,3:30pm,4:20pm,MMH1400,1400
ENME400,0102,75,21,TuTh,3:30pm,4:20pm,ESJ1215,1215
ENME406,0101,50,12,TuTh,2:00pm,3:15pm,HBK0115,0115
ENME408,0101,50,2,MW,5:00pm,6:15pm,CSI1122,1122
ENME413,0101,35,0,MW,3:30pm,4:45pm,MTH0106,0106
ENME416,0101,30,3,MWF,1:00pm,1:50pm,JMP2121,2121
ENME420,0101,25,16,TuTh,2:00pm,3:15pm,JMP1109,1109
ENME427,0101,60,19,MW,3:30pm,4:45pm,EGR0108,0108
ENME431,0101,35,18,MW,2:00pm,3:15pm,JMP2121,2121
ENME433,0101,20,6,MW,11:00am,12:15pm,JMP2222,2222
ENME435,0101,65,0,TuTh,9:30am,10:45am,CHE2110,2110
ENME436,0101,39,27,Th,4:00pm,6:40pm,JMP2222,2222
ENME461,0101,14,1,MW,9:00am,9:50am,KEB1110,1110
ENME461,0102,14,6,MW,9:00am,9:50am,KEB1110,1110
ENME461,0103,14,1,MW,9:00am,9:50am,KEB1110,1110
ENME461,0104,14,0,MW,9:00am,9:50am,KEB1110,1110
ENME462,0101,29,4,MW,10:00am,10:50am,MMH1400,1400
ENME462,0102,42,15,MW,10:00am,10:50am,MMH1400,1400
ENME462,0103,38,30,MW,10:00am,10:50am,MMH1400,1400
ENME462,0104,29,22,MW,10:00am,10:50am,MMH1400,1400
ENME462,0105,30,3,MW,10:00am,10:50am,MMH1400,1400
ENME462,0106,25,0,MW,10:00am,10:50am,MMH1400,1400
ENME464,0101,90,25,TuTh,2:00pm,3:15pm,JMP3201,3201
ENME466,0101,40,33,TuTh,3:30pm,4:45pm,CHM2201,2201
NME489A,0101,15,0,TuTh,9:30am,10:45am,JMP1202,1202
NME489D,0201,6,4,Tu,3:30pm,6:10pm,JMP2120,2120
NME489M,0101,30,23,TuTh,12:30pm,1:45pm,CHM2201,2201
NME489P,0101,40,8,TuTh,3:30pm,4:45pm,EGR1108,1108
NME489R,0101,10,9,TuTh,11:00am,12:15pm,BPS0283,0283
NME489W,0101,40,30,MW,11:00am,12:15pm,JMP2116,2116
ENME607,0101,30,9,TuTh,2:00pm,3:15pm,JMP2222,2222
ENME625,0101,25,14,Tu,4:00pm,6:40pm,EGR3114,3114
ENME633,0101,25,20,TuTh,11:00am,12:15pm,BPS0283,0283
ENME635,0101,25,5,Tu,4:00pm,6:40pm,JMP2217,2217
ENME665,0101,20,3,TuTh,3:30pm,4:45pm,MTH0402,0402
ENME684,0101,25,15,TuTh,11:00am,12:15pm,CHE2118,2118
ENME695,0101,20,8,M,9:30am,12:10pm,JMP2217,2217
ENME704,0101,25,19,MW,5:00pm,6:15pm,EGR1102,1102
ENME722,0101,25,16,M,9:30am,12:00pm,JMP2216,2216
ENME744,0101,20,4,MWF,1:00pm,1:50pm,JMP2121,2121
ENME808,0101,20,2,Tu,12:30pm,1:45pm,PLS1158,1158
ENME808,0101,20,7,TuTh,11:00am,12:15pm,EGR3102,3102
ENME808,0101,25,20,TuTh,2:00pm,3:15pm,JMP1202,1202
ENME808,0101,15,15,TuTh,2:00pm,3:15pm,JMP3201,3201
ENME808,0101,10,4,TuTh,2:00pm,3:15pm,JMP1109,1109
ENME808,0101,15,13,TuTh,3:30pm,4:45pm,EGR1108,1108
ENME808,0101,20,11,TuTh,9:30am,10:45am,JMP1202,1202
ENME808,0101,25,14,MW,3:30pm,4:45pm,EGR3102,3102
ENME808,0101,25,13,MW,3:30pm,4:45pm,CHE2145,2145
NME808D,0101,20,2,Tu,12:30pm,1:45pm,PLS1158,1158
NME808E,0101,20,7,TuTh,11:00am,12:15pm,EGR3102,3102
NME808F,0101,25,20,TuTh,2:00pm,3:15pm,JMP1202,1202
NME808J,0101,15,15,TuTh,2:00pm,3:15pm,JMP3201,3201
NME808M,0101,10,4,TuTh,2:00pm,3:15pm,JMP1109,1109
NME808P,0101,15,13,TuTh,3:30pm,4:45pm,EGR1108,1108
NME808R,0101,20,11,TuTh,9:30am,10:45am,JMP1202,1202
NME808T,0101,25,14,MW,3:30pm,4:45pm,EGR3102,3102
NME808Z,0101,25,13,MW,3:30pm,4:45pm,CHE2145,2145
ENPM602,0101,20,14,M,7:00pm,9:40pm,JMP2217,2217
ENPM607,0101,20,13,Tu,1:00pm,3:40pm,JMP2116,2116
ENPM612,0101,35,8,Tu,7:00pm,9:40pm,JMP2116,2116
ENPM614,0101,35,5,Th,7:00pm,9:40pm,JMP2222,2222
ENPM625,0101,20,16,Th,7:00pm,9:40pm,JMP2217,2217
ENPM627,0101,25,22,M,7:00pm,9:40pm,JMP2216,2216
ENPM632,0101,30,23,M,7:00pm,9:40pm,JMP2116,2116
ENPM656,0101,20,17,Tu,7:00pm,9:40pm,JMP2216,2216
ENPM661,0101,45,21,Tu,7:00pm,9:40pm,JMP2121,2121
ENPM661,0201,45,6,Tu,4:00pm,6:40pm,JMP3201,3201
ENPM661,0301,45,1,Tu,1:00pm,3:40pm,JMP2121,2121
ENPM663,0101,39,13,W,4:00pm,6:40pm,JMP2222,2222
ENPM663,0201,40,34,M,7:00pm,9:40pm,JMP2121,2121
ENPM664,0101,33,19,Tu,4:00pm,6:40pm,JMP2121,2121
ENPM671,0101,25,19,Tu,7:00pm,9:40pm,JMP2217,2217
ENPM673,0101,38,9,Th,7:00pm,9:40pm,JMP2216,2216
ENPM673,0201,45,1,Th,4:00pm,6:40pm,JMP3201,3201
ENPM673,0301,45,0,Th,1:00pm,3:40pm,JMP2121,2121
ENPM685,0101,55,6,M,7:00pm,9:40pm,JMP3201,3201
ENPM685,0201,75,0,W,7:00pm,9:40pm,JMP3201,3201
ENPM686,0101,40,0,M,4:00pm,6:40pm,JMP3201,3201
ENPM686,0201,46,13,Th,4:00pm,6:40pm,JMP2116,2116
ENPM686,0301,46,22,Th,1:00pm,3:40pm,JMP2116,2116
ENPM690,0101,52,9,Th,7:00pm,9:40pm,JMP2121,2121
ENPM691,0101,46,20,Th,7:00pm,9:40pm,JMP2116,2116
ENPM692,0101,35,17,W,7:00pm,9:40pm,JMP2116,2116
ENPM693,0101,39,13,W,7:00pm,9:40pm,JMP2222,2222
ENPM693,0201,45,5,Tu,4:00pm,6:40pm,JMP2116,2116
ENPM693,0301,39,10,Tu,7:00pm,9:40pm,JMP2222,2222
ENPM697,0101,75,26,Tu,7:00pm,9:40pm,JMP3201,3201
ENPM697,0201,75,63,F,2:00pm,4:40pm,JMP3201,3201
NPM808E,0101,30,16,M,4:00pm,6:40pm,JMP2216,2216
NPM808P,0101,25,22,W,4:00pm,6:40pm,JMP2216,2216
NPM808R,0101,40,26,W,7:00pm,9:40pm,JMP2121,2121
NPM808V,0101,20,18,W,7:00pm,9:40pm,JMP2216,2216
NPM808Y,0101,38,18,Tu,4:00pm,6:40pm,JMP2216,2216
