course_id,section_id,total_seats_count,open_seats_count,section_days,class_start_time,class_end_time,class_building,class_room
BUAC706,0501,0,0,TuTh,12:00pm,1:50pm,VMH1333,1333
BUAC714,0501,0,0,MW,6:00pm,7:50pm,VMH1505,1505
BUAC735,0501,0,0,TuTh,4:00pm,5:50pm,VMH2511,2511
BUAC742,0501,0,0,TuTh,10:00am,11:50am,VMH1333,1333
BUAC744,0501,0,0,MW,12:00pm,1:50pm,VMH1520,1520
BUAC752,0501,0,0,TuTh,6:00pm,7:50pm,VMH1333,1333
UAC758F,0501,0,0,MW,4:00pm,5:50pm,VMH2505,2505
UAC758U,0501,0,0,TuTh,4:00pm,5:50pm,VMH1336,1336
BUAC766,0501,0,0,TuTh,2:00pm,3:50pm,VMH1333,1333
BUAC767,0501,0,0,TuTh,12:00pm,1:50pm,VMH1336,1336
BUAC770,0501,0,0,TuTh,2:00pm,3:50pm,VMH1333,1333
BUDT723,0501,0,0,MW,5:00pm,6:15pm,VMH1333,1333
BUDT723,0502,0,0,MW,6:30pm,7:45pm,VMH1333,1333
BUDT724,0501,0,0,MW,2:00pm,3:50pm,VMH1511,1511
BUDT724,0502,0,0,MW,4:00pm,5:50pm,VMH1511,1511
BUDT737,0506,50,0,MW,12:30pm,1:45pm,VMH1330,1330
BUDT737,0507,50,0,MW,11:00am,12:15pm,VMH1330,1330
UDT758D,0501,54,0,TuTh,5:00pm,6:15pm,VMH1524,1524
UDT758D,0502,54,1,TuTh,5:00pm,6:15pm,VMH1524,1524
UDT758D,0506,0,0,TuTh,9:30am,10:45am,VMH1330,1330
UDT758D,0507,0,0,TuTh,11:00am,12:15pm,VMH1330,1330
UDT758K,0501,34,12,TuTh,11:00am,12:15pm,VMH2505,2505
UDT758T,0501,55,0,TuTh,9:30am,10:45am,VMH1335,1335
UDT758T,0502,57,0,TuTh,12:30pm,1:45pm,VMH1412,1412
UDT758T,0506,0,0,MW,3:30pm,4:45pm,VMH1330,1330
UDT758T,0507,0,0,MW,5:00pm,6:15pm,VMH1330,1330
UDT758V,0506,54,1,TuTh,2:00pm,3:50pm,VMH1412,1412
BUFN402,0101,30,20,MW,2:00pm,3:15pm,IRB1207,1207
BUFN670,0505,42,0,TuTh,2:00pm,3:50pm,VMH2505,2505
BUFN710,0501,35,1,MW,12:00pm,1:50pm,VMH1333,1333
BUFN710,0502,35,11,MW,2:00pm,3:50pm,VMH2505,2505
BUFN712,0501,45,15,MW,2:00pm,3:50pm,VMH1333,1333
BUFN717,0501,35,0,TuTh,12:00pm,1:50pm,VMH1511,1511
BUFN717,0502,35,5,TuTh,4:00pm,5:50pm,VMH1518,1518
BUFN726,0501,42,6,MW,10:00am,11:50am,VMH2505,2505
BUFN726,0502,42,0,MW,12:00pm,1:50pm,VMH2505,2505
BUFN730,0501,30,2,TuTh,10:00am,11:50am,VMH1333,1333
BUFN732,0501,45,34,MW,10:00am,11:50am,VMH1333,1333
BUFN732,0502,45,24,MW,12:00pm,1:50pm,VMH1333,1333
BUFN736,0501,81,5,TuTh,4:00pm,5:50pm,VMH1333,1333
BUFN744,0501,45,29,M,6:25pm,10:00pm,VMH2505,2505
BUFN745,0505,55,1,TuTh,12:00pm,1:50pm,VMH1333,1333
BUFN747,0501,29,0,MW,2:00pm,3:50pm,VMH2505,2505
UFN758M,0505,42,0,TuTh,2:00pm,3:50pm,VMH2511,2511
UFN758X,0501,45,0,MW,2:00pm,3:50pm,VMH1333,1333
BULM731,0501,24,1,TuTh,2:00pm,3:50pm,VMH3522,3522
BULM731,0502,24,0,TuTh,12:00pm,1:50pm,VMH3522,3522
BULM735,0501,0,0,MW,10:00am,11:50am,VMH1511,1511
BULM754,0501,0,0,MW,2:00pm,3:50pm,VMH1520,1520
ULM758C,0501,0,0,MW,4:00pm,5:50pm,VMH1511,1511
ULM758D,0501,0,0,MW,12:00pm,1:50pm,VMH1511,1511
BUMK744,0501,0,0,MW,12:30pm,1:45pm,VMH1336,1336
BUMK746,0501,0,0,Th,2:00pm,4:40pm,VMH1511,1511
BUMK747,0501,0,0,MW,10:00am,11:50am,VMH1511,1511
BUMK764,0501,28,0,M,4:00pm,5:50pm,VMH1518,1518
BUMK764,0502,28,2,W,4:00pm,5:50pm,VMH1518,1518
BUMK774,0501,20,8,MW,2:00pm,3:50pm,VMH1520,1520
BUSI610,BA01,0,0,M,6:25pm,10:00pm,BA104,104
BUSI610,DC01,0,0,W,6:25pm,10:00pm,DCC3,C3
BUSI610,GS01,0,0,Tu,6:25pm,10:00pm,BLD45308,5308
BUSI611,BA01,45,5,Tu,6:25pm,10:00pm,BA104,104
BUSI611,DC01,45,3,W,6:25pm,10:00pm,DCC2,C2
BUSI611,DC02,45,25,Th,6:25pm,10:00pm,DCC2,C2
BUSI611,GS01,45,11,M,6:25pm,10:00pm,BLD45308,5308
BUSI621,BA01,0,0,M,6:25pm,10:00pm,BA104,104
BUSI621,DC01,0,0,W,6:25pm,10:00pm,DCC3,C3
BUSI621,GS01,0,0,Tu,6:25pm,10:00pm,BLD45308,5308
BUSI640,BA01,0,0,W,6:25pm,10:00pm,BA104,104
BUSI640,DC01,0,0,M,6:25pm,10:00pm,DCC3,C3
BUSI640,GS01,0,0,Th,6:25pm,10:00pm,BLD45308,5308
BUSI690,BA01,0,0,W,6:25pm,10:00pm,BA104,104
BUSI690,DC01,0,0,M,6:25pm,10:00pm,DCC2,C2
BUSI690,GS01,0,0,Th,6:25pm,10:00pm,BLD45308,5308
BUSI745,BA01,45,31,W,6:25pm,10:00pm,BA103,103
USI758A,DC06,45,7,Sa,9:00am,5:00pm,DCC3,C3
USI758B,DC06,45,7,Sa,9:00am,5:00pm,DCC3,C3
USI758F,DC01,18,14,Tu,6:25pm,10:00pm,DCC1,C1
USI758V,DC01,36,10,M,6:25pm,10:00pm,DCC3,C3
USI758X,DC01,36,0,Tu,6:25pm,10:00pm,DCC3,C3
USI758Z,GS01,45,23,W,6:25pm,10:00pm,BLD45308,5308
BUSI782,DC06,45,15,Sa,9:00am,5:00pm,DCC2,C2
BUSI784,DC06,45,15,Sa,9:00am,5:00pm,DCC3,C3
BUSM614,0101,0,0,TuTh,4:00pm,5:50pm,VMH1412,1412
BUSM624,0101,0,0,TuTh,2:00pm,3:50pm,VMH2511,2511
BUSM626,0101,0,0,TuTh,2:00pm,3:50pm,VMH1336,1336
BUSM701,0101,25,2,MW,2:00pm,3:50pm,VMH1505,1505
BUSM702,0101,20,2,MW,10:00am,11:50am,VMH1520,1520
BUSM705,0101,28,2,MW,2:00pm,3:50pm,VMH1505,1505
BUSM713,0101,25,6,MW,12:00pm,1:50pm,VMH1520,1520
BUSM733,0101,20,9,MW,4:00pm,5:50pm,VMH1505,1505
USM738A,0101,15,4,TuTh,12:00pm,1:50pm,VMH2509,2509
BUSM750,0101,45,1,TuTh,10:00am,11:50am,VMH1511,1511
USM758A,0101,22,3,TuTh,10:00am,11:50am,VMH1511,1511
USM758I,0101,24,12,TuTh,10:00am,11:50am,VMH1333,1333
USM758O,0101,25,5,MW,4:00pm,5:50pm,VMH1505,1505
USM758S,0101,24,6,MW,12:00pm,1:50pm,VMH1511,1511
USM758Z,0101,0,0,TuTh,4:00pm,5:50pm,VMH1333,1333
BUSM761,0101,0,0,TuTh,4:00pm,5:50pm,VMH1412,1412
BUSM762,0101,24,13,TuTh,2:00pm,3:50pm,VMH1518,1518
BUSM771,0101,0,0,TuTh,2:00pm,3:50pm,VMH1336,1336
USM798Q,0101,24,4,MW,10:00am,11:50am,VMH1336,1336
CBMG613,0101,15,14,TuTh,4:00pm,6:00pm,BRB3101,3101
BMG688B,0101,15,15,M,4:00pm,6:10pm,BRB3101,3101
BMG688G,0101,15,8,MW,4:00pm,5:50pm,MCB2119,2119
BMG688I,0101,30,8,TuTh,4:00pm,6:00pm,MCB1207,1207
BMG688L,0101,15,8,MW,4:00pm,6:00pm,MCB1123,1123
CBMG699,0101,15,14,W,4:00pm,5:00pm,BRB3101,3101
CBMG699,0101,8,5,TuTh,11:00am,12:15pm,MCB1207,1207
CBMG699,0101,20,10,W,12:00pm,1:00pm,BRB1103,1103
CBMG699,0101,7,7,MW,12:00pm,12:50pm,ESJ1202,1202
CBMG699,0101,20,15,F,3:00pm,4:30pm,BRB3101,3101
BMG699A,0101,15,14,W,4:00pm,5:00pm,BRB3101,3101
BMG699C,0101,8,5,TuTh,11:00am,12:15pm,MCB1207,1207
BMG699D,0101,20,10,W,12:00pm,1:00pm,BRB1103,1103
BMG699W,0101,7,7,MW,12:00pm,12:50pm,ESJ1202,1202
BMG699X,0101,20,15,F,3:00pm,4:30pm,BRB3101,3101
CCJS100,0101,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0102,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0103,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0104,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0105,30,1,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0106,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0107,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0108,30,0,MW,11:00am,11:50am,KEY0106,0106
CCJS100,0201,30,0,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0202,30,1,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0203,30,0,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0204,30,1,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0205,30,0,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0206,30,0,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0207,30,0,MW,10:00am,10:50am,SKN0200,0200
CCJS100,0208,30,11,MW,10:00am,10:50am,SKN0200,0200
CCJS105,0101,30,7,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0102,30,0,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0103,30,0,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0104,30,10,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0105,30,19,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0106,30,26,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0107,30,10,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0108,30,8,MW,12:00pm,12:50pm,LEF2205,2205
CCJS105,0201,30,0,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0202,30,11,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0203,30,0,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0204,30,19,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0205,30,23,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0206,30,7,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0207,30,23,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS105,0208,30,0,TuTh,12:30pm,1:20pm,SKN0200,0200
CCJS200,0101,30,24,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS200,0102,30,3,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS200,0103,30,16,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS200,0104,30,0,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS200,0105,30,17,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS200,0106,30,25,TuTh,11:00am,12:15pm,KEY0106,0106
CCJS225,0101,60,2,MW,3:30pm,4:45pm,TYD1101,1101
CCJS225,0401,60,0,TuTh,12:30pm,1:45pm,TWS0320,0320
CCJS230,0101,100,46,TuTh,3:30pm,4:45pm,KEY0106,0106
CCJS230,0201,100,14,W,4:00pm,6:30pm,SHM2102,2102
CCJS234,0101,60,34,Th,6:00pm,8:30pm,TWS1100,1100
CCJS300,0101,48,23,MWF,9:00am,9:50am,LEF2166,2166
CCJS300,0201,48,1,MWF,11:00am,11:50am,LEF2166,2166
CCJS300,0301,60,1,TuTh,11:00am,12:15pm,SKN0104,0104
CCJS300,0401,60,26,TuTh,12:30pm,1:45pm,SQH1120,1120
CJS318C,0101,30,13,M,2:00pm,4:30pm,ASY1213,1213
CJS318D,ESG1,40,25,W,9:30am,12:00pm,BLD32226,2226
CCJS325,0401,60,0,TuTh,9:30am,10:45am,SYM0200,0200
CCJS325,ESG1,40,18,W,2:00pm,4:30pm,BLD43321,3321
CCJS340,0101,200,105,MWF,10:00am,10:50am,LEF2205,2205
CCJS340,0201,60,0,M,5:00pm,7:30pm,TWS1100,1100
CCJS342,0101,60,0,MW,2:00pm,3:15pm,SKN0104,0104
CCJS342,ESG1,40,28,Tu,3:30pm,6:00pm,BLD32225,2225
CCJS345,0101,75,0,TuTh,12:30pm,1:45pm,TYD0117,0117
CCJS345,0201,50,0,TuTh,2:00pm,3:15pm,ARC1105,1105
CCJS346,ESG1,40,28,Tu,11:00am,1:30pm,BLD32225,2225
CCJS360,0101,100,1,TuTh,2:00pm,3:15pm,ESJ2208,2208
CCJS370,0201,60,1,MWF,12:00pm,12:50pm,TYD0102,0102
CJS418D,0101,50,3,W,6:00pm,8:30pm,TWS1107,1107
CJS418K,0101,50,0,Tu,4:00pm,6:30pm,SYM0200,0200
CJS418N,0101,50,0,M,4:00pm,6:30pm,TYD1118,1118
CJS418P,0101,50,0,TuTh,2:00pm,3:15pm,TWS1107,1107
CCJS450,0101,50,2,W,2:00pm,4:30pm,TYD0102,0102
CCJS450,0201,50,0,TuTh,11:00am,12:15pm,TYD1118,1118
CCJS450,0301,45,26,TuTh,9:30am,10:45am,TYD2102,2102
CCJS451,0101,50,0,MW,2:00pm,3:15pm,TWS1310,1310
CCJS454,0101,50,28,MWF,10:00am,10:50am,ARC1103,1103
CJS489H,0101,20,10,Tu,3:30pm,6:00pm,LEF2208,2208
CJS498G,0101,50,0,TuTh,9:30am,10:45am,TYD1118,1118
CJS498J,ESG1,40,1,W,6:30pm,9:00pm,BLD32230,2230
CJS498T,ESG1,40,23,M,9:30am,12:00pm,BLD32226,2226
CJS498W,ESG1,40,18,Tu,9:30am,12:00pm,BLD32226,2226
CCJS610,0101,23,14,Tu,4:00pm,6:45pm,LEF2165E,2165E
CCJS621,0101,25,17,M,4:00pm,6:45pm,LEF2166,2166
CCJS651,0101,25,16,W,4:00pm,6:45pm,LEF2165E,2165E
CCJS699,0101,20,17,Tu,4:00pm,6:45pm,LEF2207,2207
CCJS699,0101,20,13,W,1:00pm,3:45pm,LEF2165E,2165E
CCJS699,0101,20,7,M,3:00pm,5:45pm,LEF2165E,2165E
CCJS699,0101,20,14,W,4:00pm,6:45pm,LEF2207,2207
CJS699E,0101,20,17,Tu,4:00pm,6:45pm,LEF2207,2207
CJS699L,0101,20,13,W,1:00pm,3:45pm,LEF2165E,2165E
CJS699P,0101,20,7,M,3:00pm,5:45pm,LEF2165E,2165E
CJS699Q,0101,20,14,W,4:00pm,6:45pm,LEF2207,2207
CCJS700,0101,20,12,Th,4:00pm,6:45pm,LEF2165E,2165E
CHBE101,0101,120,76,MWF,12:00pm,12:50pm,CHE2110,2110
CHBE302,0101,80,31,TuTh,9:30am,10:45am,PHY1410,1410
CHBE333,0101,15,5,W,2:00pm,2:50pm,CHE2116,2116
CHBE333,0102,15,1,W,11:00am,11:50am,CHE2145,2145
CHBE422,0101,30,23,TuTh,2:00pm,3:15pm,MTH0302,0302
CHBE424,0101,120,72,TuTh,12:30pm,1:45pm,CHE2110,2110
CHBE426,0102,60,17,MWF,9:00am,9:50am,CSI3117,3117
CHBE440,0101,40,34,TuTh,3:30pm,4:45pm,CSI2120,2120
CHBE446,0103,80,24,M,2:30pm,5:00pm,CHE2110,2110
CHBE473,0101,35,16,MW,11:00am,12:15pm,JMP2121,2121
CHBE474,0101,25,1,MW,1:00pm,2:15pm,AJC2119,2119
CHBE477,0101,33,24,TuTh,12:30pm,1:45pm,JMP1202,1202
CHBE480,0101,35,16,TuTh,2:00pm,3:15pm,CHE2110,2110
CHBE490,0101,30,21,MW,5:00pm,6:15pm,CHE2136,2136
CHBE496,0101,5,5,MWF,2:00pm,2:50pm,CHE2145,2145
CHBE497,0101,20,0,TuTh,11:00am,12:15pm,AJC2119,2119
CHBE609,0101,30,21,F,11:00am,12:30pm,CHE2108,2108
CHBE630,0101,30,21,MW,3:30pm,4:45pm,PHY1219,1219
CHBE640,0101,30,20,MW,2:00pm,3:15pm,PHY1219,1219
CHBE673,0101,5,0,MW,11:00am,12:15pm,JMP2121,2121
CHBE674,0101,2,0,MW,1:00pm,2:15pm,AJC2119,2119
CHBE677,0101,5,3,TuTh,12:30pm,1:45pm,JMP1202,1202
CHBE680,0101,40,27,TuTh,2:00pm,3:15pm,CHE2110,2110
CHBE690,0101,10,8,MW,5:00pm,6:15pm,CHE2136,2136
CHBE697,0101,5,5,TuTh,11:00am,12:15pm,AJC2119,2119
CHEM131,1115,30,0,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1116,30,0,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1117,30,0,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1135,30,1,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1136,30,0,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1138,30,0,TuTh,8:00am,9:15am,CHM1407,1407
CHEM131,1214,30,3,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1215,30,0,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1216,30,1,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1234,30,1,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1235,30,1,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1236,30,0,TuTh,11:00am,12:15pm,CHM1407,1407
CHEM131,1314,30,1,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,1315,30,1,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,1317,30,1,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,1334,30,1,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,1335,30,1,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,1337,30,3,TuTh,12:30pm,1:45pm,CHM1407,1407
CHEM131,SES1,20,11,M,6:30pm,9:30pm,ESJ2309,2309
CHEM132,1111,24,2,M,9:00am,11:50am,ESJ1312,1312
CHEM132,1121,24,0,M,12:00pm,2:50pm,ESJ1312,1312
CHEM132,1131,24,0,M,3:00pm,5:50pm,ESJ1312,1312
CHEM132,1132,24,1,M,3:00pm,5:50pm,ESJ1316,1316
CHEM132,1211,24,2,Tu,9:30am,12:20pm,ESJ1312,1312
CHEM132,1221,24,2,Tu,12:30pm,3:20pm,ESJ1312,1312
CHEM132,1231,24,5,Tu,3:30pm,6:20pm,ESJ1312,1312
CHEM132,1232,24,1,Tu,3:30pm,6:20pm,ESJ1316,1316
CHEM132,1321,24,1,W,12:00pm,2:50pm,ESJ1312,1312
CHEM132,1322,24,3,W,12:00pm,2:50pm,ESJ1316,1316
CHEM132,1331,24,0,W,3:00pm,5:50pm,ESJ1312,1312
CHEM132,1332,24,2,W,3:00pm,5:50pm,ESJ1316,1316
CHEM132,1411,24,6,Th,9:30am,12:20pm,ESJ1312,1312
CHEM132,1421,24,0,Th,12:30pm,3:20pm,ESJ1312,1312
CHEM132,1422,24,0,Th,12:30pm,3:20pm,ESJ1316,1316
CHEM132,1431,24,0,Th,3:30pm,6:20pm,ESJ1312,1312
CHEM132,1432,24,0,Th,3:30pm,6:20pm,ESJ1316,1316
CHEM132,1521,24,3,F,12:00pm,2:50pm,ESJ1312,1312
CHEM132,1522,24,7,F,12:00pm,2:50pm,ESJ1316,1316
CHEM132,1531,24,5,F,3:00pm,5:50pm,ESJ1312,1312
CHEM132,1532,24,10,F,3:00pm,5:50pm,ESJ1316,1316
CHEM132,SES1,20,13,W,7:30pm,10:20pm,ESJ1330,1330
CHEM134,0101,50,10,Tu,3:30pm,4:20pm,CHM1402,1402
CHEM135,3125,30,1,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM135,3127,30,0,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM135,3128,30,1,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM135,3145,30,2,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM135,3147,30,4,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM135,3148,30,1,MWF,3:00pm,3:50pm,ESJ0202,0202
CHEM136,1215,24,1,Tu,9:30am,12:20pm,ESJ1330,1330
CHEM136,1225,24,4,Tu,12:30pm,3:20pm,ESJ1330,1330
CHEM231,5116,34,0,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5117,34,3,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5118,34,0,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5136,34,0,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5137,34,0,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5138,34,0,TuTh,2:00pm,3:15pm,CHM1407,1407
CHEM231,5322,34,1,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5325,34,1,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5328,34,0,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5342,34,1,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5345,34,0,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5348,34,0,MWF,10:00am,10:50am,CHM1407,1407
CHEM231,5421,34,1,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5427,34,1,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5428,34,0,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5441,34,0,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5447,34,0,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5448,34,0,MWF,1:00pm,1:50pm,CHM1407,1407
CHEM231,5511,34,5,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,5512,34,3,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,5513,34,1,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,5531,34,6,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,5532,34,1,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,5533,34,0,TuTh,8:00am,9:15am,PHY1412,1412
CHEM231,SES1,30,12,M,6:30pm,9:30pm,PHY2211,2211
CHEM232,5121,18,0,M,12:00pm,2:50pm,CHM1342,1342
CHEM232,5122,18,0,M,12:00pm,2:50pm,CHM1346,1346
CHEM232,5123,18,1,M,12:00pm,2:50pm,CHM1356,1356
CHEM232,5131,18,2,M,3:00pm,5:50pm,CHM1356,1356
CHEM232,5132,18,1,M,3:00pm,5:50pm,CHM1346,1346
CHEM232,5141,18,0,M,6:00pm,8:50pm,CHM1342,1342
CHEM232,5142,18,0,M,6:00pm,8:50pm,CHM1346,1346
CHEM232,5143,18,1,M,6:00pm,8:50pm,CHM1356,1356
CHEM232,5221,18,1,Tu,12:30pm,3:20pm,CHM1342,1342
CHEM232,5222,18,0,Tu,12:30pm,3:20pm,CHM1346,1346
CHEM232,5223,18,0,Tu,12:30pm,3:20pm,CHM1356,1356
CHEM232,5232,18,0,Tu,3:30pm,6:20pm,CHM1346,1346
CHEM232,5233,18,0,Tu,3:30pm,6:20pm,CHM1356,1356
CHEM232,5241,18,1,Tu,6:30pm,9:20pm,CHM1342,1342
CHEM232,5242,18,1,Tu,6:30pm,9:20pm,CHM1346,1346
CHEM232,5243,18,1,Tu,6:30pm,9:20pm,CHM1356,1356
CHEM232,5321,18,0,W,12:00pm,2:50pm,CHM1360,1360
CHEM232,5322,18,1,W,12:00pm,2:50pm,CHM1346,1346
CHEM232,5323,18,0,W,12:00pm,2:50pm,CHM1356,1356
CHEM232,5331,18,0,W,3:00pm,5:50pm,CHM1360,1360
CHEM232,5332,18,1,W,3:00pm,5:50pm,CHM1346,1346
CHEM232,5333,18,0,W,3:00pm,5:50pm,CHM1356,1356
CHEM232,5343,18,0,W,6:00pm,8:50pm,CHM1356,1356
CHEM232,5345,18,1,W,6:00pm,8:50pm,CHM1360,1360
CHEM232,5421,18,0,Th,12:30pm,3:20pm,CHM1360,1360
CHEM232,5422,18,0,Th,12:30pm,3:20pm,CHM1346,1346
CHEM232,5423,18,0,Th,12:30pm,3:20pm,CHM1356,1356
CHEM232,5431,18,0,Th,3:30pm,6:20pm,CHM1360,1360
CHEM232,5432,18,0,Th,3:30pm,6:20pm,CHM1346,1346
CHEM232,5441,18,1,Th,6:30pm,9:20pm,CHM1342,1342
CHEM232,5442,18,2,Th,6:30pm,9:20pm,CHM1346,1346
CHEM232,5443,18,3,Th,6:30pm,9:20pm,CHM1356,1356
CHEM232,5444,18,3,Th,6:30pm,9:20pm,CHM1360,1360
CHEM232,5521,18,0,F,12:00pm,2:50pm,CHM1342,1342
CHEM232,5522,18,0,F,12:00pm,2:50pm,CHM1346,1346
CHEM232,5523,18,0,F,12:00pm,2:50pm,CHM1356,1356
CHEM232,5531,18,0,F,3:00pm,5:50pm,CHM1342,1342
CHEM232,5532,18,0,F,3:00pm,5:50pm,CHM1346,1346
CHEM232,5533,18,0,F,3:00pm,5:50pm,CHM1356,1356
CHEM232,SES1,18,3,W,7:30pm,10:20pm,CHM1346,1346
CHEM232,5133,18,3,M,3:00pm,5:50pm,CHM1342,1342
CHEM232,5231,18,12,Tu,3:30pm,6:20pm,CHM1342,1342
CHEM232,5434,18,0,Th,3:30pm,6:20pm,CHM1356,1356
HEM232S,5133,18,3,M,3:00pm,5:50pm,CHM1342,1342
HEM232S,5231,18,12,Tu,3:30pm,6:20pm,CHM1342,1342
HEM232S,5434,18,0,Th,3:30pm,6:20pm,CHM1356,1356
CHEM237,5325,18,5,MWF,10:00am,10:50am,CHM1402,1402
CHEM237,5335,18,0,MWF,10:00am,10:50am,CHM1402,1402
CHEM237,5345,18,0,MWF,10:00am,10:50am,CHM1402,1402
CHEM237,5355,18,0,MWF,10:00am,10:50am,CHM1402,1402
CHEM241,6121,30,6,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6125,30,4,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6127,30,1,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6141,30,21,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6145,30,13,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6147,30,1,MWF,9:00am,9:50am,CHM1407,1407
CHEM241,6222,30,0,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6225,30,1,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6227,30,2,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6242,30,0,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6245,30,0,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6247,30,0,TuTh,3:30pm,4:45pm,CHM1407,1407
CHEM241,6321,30,4,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,6322,30,14,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,6325,30,17,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,6341,30,17,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,6342,30,22,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,6345,30,15,MWF,2:00pm,2:50pm,CHM1407,1407
CHEM241,SES1,24,9,M,6:30pm,9:30pm,PLS1130,1130
CHEM242,6121,18,1,M,12:00pm,2:50pm,CHM1326,1326
CHEM242,6131,18,3,M,3:00pm,5:50pm,CHM1326,1326
CHEM242,6132,18,2,M,3:00pm,5:50pm,CHM1330,1330
